	median_acc_expression_pao1	median_acc_expression_pa14	SRA label	Our label
SRX157659	58.0328962201221	0.172373308408686	PAO1	PAO1-like
SRX157660	94.64901993160895	2.4841269735051297	PAO1	PAO1-like
SRX157661	63.11285020217011	1.2320136370193602	PAO1	PAO1-like
SRX157683	122.113470691441	0.452622542489947	PAO1	PAO1-like
SRX158075	72.8492520146628	0.396340180905202	PAO1	PAO1-like
SRX2366125	3.1884732494228354	0.6062438195037739	NA	NA
SRX2366126	3.46717821624119	1.81665723023236	NA	NA
SRX2366127	2.04737246884134	2.14170599602295	NA	NA
SRX2366128	2.9878687722805695	2.8581948939752597	NA	NA
SRX2366129	1.8389941862136951	1.2761449999466001	NA	NA
SRX2366130	2.20067634166471	0.7686169800130859	NA	NA
SRX2366131	2.4085087837939954	0.723561221871744	NA	NA
SRX2366132	2.65427112340246	1.5147665214177701	NA	NA
SRX2366133	2.8552706382312554	0.665676216776467	NA	NA
SRX2366134	2.02683385187805	0.6103697665398679	NA	NA
SRX2366135	6.63052258808718	0.763071985955897	NA	NA
SRX2366136	3.5546090226151	0.920470440388255	NA	NA
SRX2366137	3.99493712293509	0.53621298297134	NA	NA
SRX2366138	3.0573811649263902	1.07810000174121	NA	NA
SRX2366139	4.0720476580963	1.4239855360667	NA	NA
SRX2366140	2.337209357682505	1.22589047878702	NA	NA
SRX2366141	9.276063878084619	8.80334551727335	NA	NA
SRX2366142	7.62301186012839	1.58337014611881	NA	NA
SRX2366143	1.89211400221004	0.6608276236968039	NA	NA
SRX2366144	3.1206030562159004	1.6100451317718203	NA	NA
SRX2366145	5.96132549563925	2.0675215202145703	NA	NA
SRX2366146	2.6184642457537404	0.54836597578173	NA	NA
SRX2366147	2.3031496058826253	0.539476520195676	NA	NA
SRX2366148	2.92730193124346	0.681617493978255	NA	NA
SRX2366149	1.0025425872574498	1.05762717364391	NA	NA
SRX2366150	2.20999441509086	2.3003150972287796	NA	NA
SRX2366151	5.77712099278685	2.944013516944	NA	NA
SRX2366152	7.452586378334219	1.03565631399212	NA	NA
SRX2366153	3.7426663113458254	1.5636174040778898	NA	NA
SRX2366154	2.091432211121255	0.54960107868302	NA	NA
SRX2366155	3.22352415679333	1.7422677151107901	NA	NA
SRX2366156	2.19300480959339	0.7695301705355171	NA	NA
SRX2366157	6.935332849785835	1.3263945693193	NA	NA
SRX2366158	7.82053156727134	0.95258830338958	NA	NA
SRX2366159	2.76735544916923	1.4495647905928501	NA	NA
SRX2366160	3.89229552678346	0.8185081963923879	NA	NA
SRX329010	68.98548699596444	0.0997224339711768	PAO1	PAO1-like
SRX352172	6.2036143408802	89.9112411803227	PA14	PA14-like
SRX352173	6.78286527564237	98.8174672834207	PA14	PA14-like
SRX352174	5.48790220906033	54.2734223726929	PA14	PA14-like
SRX352175	14.2065154005115	52.4791515960108	PA14	PA14-like
SRX352176	9.227832468043669	68.0829307081858	PA14	PA14-like
SRX352177	11.1966181162302	62.611136419187496	PA14	PA14-like
SRX352178	9.547822912772391	52.627797085359404	PA14	PA14-like
SRX352179	7.25217796408465	58.004290214230096	PA14	PA14-like
SRX386232	68.50439595464155	0.210121717126206	PAO1	PAO1-like
SRX386233	64.7941643007964	0.212335984618701	PAO1	PAO1-like
SRX386234	67.756482356205	0.221603884138138	PAO1	PAO1-like
SRX383855	81.76230501482455	0.325306212144575	PAO1	PAO1-like
SRX383860	56.9659753135676	0.26876438266436997	PAO1	PAO1-like
SRX383861	54.47070747516915	0.205475121990971	PAO1	PAO1-like
SRX383864	61.8351255987522	0.23772187149870605	PAO1	PAO1-like
SRX383865	82.17724414521341	0.21706145002161	NA	PAO1-like
SRX384493	77.8709996347672	0.310043106177103	PAO1	PAO1-like
SRX384494	78.60178733505941	0.339636564517684	PAO1	PAO1-like
SRX386230	64.31122345477735	0.23759694415003305	PAO1	PAO1-like
SRX386231	72.0692529507414	0.545455417597002	NA	PAO1-like
SRX389601	106.35037665241998	3.03142911635748	PAO1	PAO1-like
SRX389604	92.00033947171991	2.55737204983741	PAO1	PAO1-like
SRX389605	142.19891809055997	17.1702451943225	PAO1	PAO1-like
SRX389626	164.7505416307145	14.758773291682598	PAO1	PAO1-like
SRX389627	134.090202102839	45.063809873872394	PAO1	NA
SRX389628	78.9111884203447	75.07557139549509	PAO1	NA
SRX396856	3.63507117455148	100.4919806271955	PA14	PA14-like
SRX396857	3.2435404854980403	88.9742806544883	PA14	PA14-like
SRX396858	1.59384898326042	84.08465675000171	PA14	PA14-like
SRX396859	1.5196868801510701	92.8714052974278	PA14	PA14-like
SRX396860	8.21425598860737	4.676630933700981	Clinical Isolate	NA
SRX396861	4.13781431794579	11.878764230520598	Clinical Isolate	NA
SRX396862	18.054666488640102	8.953581630415462	Clinical Isolate	NA
SRX396863	5.2508999358042905	14.758773291682598	Clinical Isolate	NA
SRX396864	13.6438169059692	3.4642083710721803	Clinical Isolate	NA
SRX396865	3.2633814584844303	12.5547560959064	Clinical Isolate	NA
SRX396866	5.12437241421302	6.79436219329576	Clinical Isolate	NA
SRX396867	3.5757338356495696	10.280059119738599	Clinical Isolate	NA
SRX396868	3.91158259054942	3.7197332825353504	Clinical Isolate	NA
SRX396869	4.0227110990907695	6.512629016747231	Clinical Isolate	NA
SRX396870	6.80241942970165	19.0359745417954	Clinical Isolate	NA
SRX396871	5.29913026784097	9.982399556098391	Clinical Isolate	NA
SRX396872	1.3021780264959801	2.64301180632551	Clinical Isolate	NA
SRX396873	3.19587905917431	99.8945415115897	Clinical Isolate	PA14-like
SRX396874	1.25425380594073	8.1011207680939	Clinical Isolate	NA
SRX396875	1.56999831316704	7.80201958520576	Clinical Isolate	NA
SRX396876	2.85190896606507	6.31592088819854	Clinical Isolate	NA
SRX396877	2.2727776440969705	11.111550750716901	Clinical Isolate	NA
SRX396878	2.9893587255872	17.1622436752086	Clinical Isolate	NA
SRX396879	4.32458478161225	4.40323141358566	Clinical Isolate	NA
SRX396880	21.3795516452416	6.159616606968321	Clinical Isolate	NA
SRX396881	1.8788367449218797	5.74353509998571	Clinical Isolate	NA
SRX396882	1.37501517758559	10.8858745702381	Clinical Isolate	NA
SRX396883	4.07241273119575	19.441936342076897	Clinical Isolate	NA
SRX396884	7.5281978661279	9.29657914045435	Clinical Isolate	NA
SRX396885	5.955009479766701	22.318688481404802	Clinical Isolate	NA
SRX396886	5.51291096669106	10.3443896337151	Clinical Isolate	NA
SRX396887	8.25164210032259	12.3226169676366	Clinical Isolate	NA
SRX396888	3.8316664674518104	7.40771440069041	Clinical Isolate	NA
SRX396889	8.02463587088547	7.51540697074674	Clinical Isolate	NA
SRX396890	6.47629868110329	6.319109000107209	Clinical Isolate	NA
SRX396891	9.38470485109711	6.11931402533674	Clinical Isolate	NA
SRX396892	21.731704715838898	3.61318895047804	Clinical Isolate	NA
SRX396893	4.00038820677735	3.97647417789772	Clinical Isolate	NA
SRX396894	18.998939115029	19.3282749831867	Clinical Isolate	NA
SRX396895	34.931544657035396	3.66396627686715	Clinical Isolate	PAO1-like
SRX396896	12.702906134627302	8.04919397785176	Clinical Isolate	NA
SRX396897	4.4623428394451	4.59634286856396	Clinical Isolate	NA
SRX396898	11.5727552623092	7.18009762723216	Clinical Isolate	NA
SRX396900	14.912363528783901	7.39090786515608	Clinical Isolate	NA
SRX396901	5.57678033866839	5.412346290366019	Clinical Isolate	NA
SRX396902	38.915671031350755	6.17491681341421	Clinical Isolate	PAO1-like
SRX396903	4.36857796654627	6.627107713544031	Clinical Isolate	NA
SRX396904	4.47753315923965	8.480644143928581	Clinical Isolate	NA
SRX396906	17.427951449305	4.37864592596451	Clinical Isolate	NA
SRX396907	11.179193141217198	10.4276881936506	Clinical Isolate	NA
SRX396908	12.4150762072895	6.11765213403578	Clinical Isolate	NA
SRX396909	5.15961170758274	4.86736004169567	Clinical Isolate	NA
SRX396910	5.59841275891446	5.59270527726179	Clinical Isolate	NA
SRX396911	38.2428140606445	2.8930705820669105	Clinical Isolate	PAO1-like
SRX396912	15.9706334690714	5.35451058325878	Clinical Isolate	NA
SRX396913	5.1633867251140595	8.85587359715474	Clinical Isolate	NA
SRX396914	6.383409938911179	3.62611370069543	Clinical Isolate	NA
SRX396915	4.419381766976731	3.1015134734975396	Clinical Isolate	NA
SRX396916	32.222852752230104	2.9231043106917705	Clinical Isolate	PAO1-like
SRX396917	23.799212594120398	2.88226156103004	Clinical Isolate	NA
SRX396918	12.360962513952401	3.16754090794192	Clinical Isolate	NA
SRX396919	4.43394137487982	6.7860307929801795	Clinical Isolate	NA
SRX396920	6.499007771125081	3.7512585475258193	Clinical Isolate	NA
SRX396921	7.6489120373152195	6.26963846092074	Clinical Isolate	NA
SRX396922	2.65988733193154	12.7485708861182	Clinical Isolate	NA
SRX396923	2.21348902842613	3.5931167979618	Clinical Isolate	NA
SRX396924	1.53411834924126	2.57043215544902	Clinical Isolate	NA
SRX396925	1.34292480920351	6.5457082092478	Clinical Isolate	NA
SRX396926	2.51740149346456	2.6452006849481298	Clinical Isolate	NA
SRX396927	5.281715079353139	14.2758859138186	Clinical Isolate	NA
SRX396928	6.67502569033423	3.32169759161707	Clinical Isolate	NA
SRX396929	5.66741144920342	2.9143001343556296	Clinical Isolate	NA
SRX396930	2.09032843523639	11.010979431029599	Clinical Isolate	NA
SRX396931	14.636121394701998	1.09373866797936	Clinical Isolate	NA
SRX396932	3.259337590822815	1.3966747808783302	Clinical Isolate	NA
SRX396933	3.7485666216182594	1.9445644449665298	Clinical Isolate	NA
SRX396934	1.23550021774048	6.74409316683762	Clinical Isolate	NA
SRX396935	2.75410264707699	7.6370788724141505	Clinical Isolate	NA
SRX396936	10.667843467508199	47.304995794067004	Clinical Isolate	PA14-like
SRX396937	5.143114274433691	15.09614677414415	Clinical Isolate	NA
SRX396938	9.813858413173868	9.192924174709779	Clinical Isolate	NA
SRX396939	4.75577310865097	4.722647155312	Clinical Isolate	NA
SRX396940	12.735522410895697	11.8451494417152	Clinical Isolate	NA
SRX396941	8.11424745707525	7.4887109715605495	Clinical Isolate	NA
SRX396943	11.166684366854101	10.9391392249063	Clinical Isolate	NA
SRX396944	24.639051744260897	6.170392694295121	Clinical Isolate	NA
SRX396945	11.1422835339327	5.58476485947973	Clinical Isolate	NA
SRX396947	23.396288991263	21.884290326879302	Clinical Isolate	NA
SRX396948	25.7955348695025	24.146429835345696	Clinical Isolate	PAO1-like
SRX396949	33.1995842372285	25.1453854027531	Clinical Isolate	NA
SRX396950	26.9718769725277	25.5079350171601	Clinical Isolate	NA
SRX396951	19.287925437182103	17.8009378146208	Clinical Isolate	NA
SRX396952	18.763661439457	17.4899879336115	Clinical Isolate	NA
SRX396953	8.11043589817321	7.89960358435516	Clinical Isolate	NA
SRX396954	9.48026612958176	14.114728647270901	Clinical Isolate	NA
