	0
377	PA14_35890
378	PA14_27640
379	PA14_62040
380	PA14_14320
381	PA14_59530
382	PA14_35980
383	PA14_49860
384	PA14_58940
385	PA14_39470
386	PA14_65870
387	PA14_59820
388	PA14_15510
389	PA14_35920
390	PA14_31450
391	PA14_34610
392	PA14_05910
393	PA14_22240
394	PA14_53600
395	PA14_20600
396	PA14_30980
397	PA14_59550
398	PA14_59490
399	PA14_43100
400	PA14_49010
401	PA14_67180
402	PA14_28870
403	PA14_54960
404	PA14_22110
405	PA14_10970
406	PA14_31080
407	PA14_63605
408	PA14_15350
409	PA14_43080
410	PA14_38920
411	PA14_30930
412	PA14_23400
413	PA14_71400
414	PA14_60020
415	PA14_53680
416	PA14_35850
417	PA14_59610
418	PA14_69510
419	PA14_07460
420	PA14_59520
421	PA14_61380
422	PA14_67900
423	PA14_46460
424	PA14_59130
425	PA14_30910
426	PA14_15540
427	PA14_59600
428	PA14_66875
429	PA14_04710
430	PA14_59170
431	PA14_22600
432	PA14_03265
433	PA14_59380
434	PA14_30990
435	PA14_61110
436	PA14_28760
437	PA14_30950
438	PA14_59630
439	PA14_10110
440	PA14_53610
441	PA14_64430
442	PA14_48510
443	PA14_59140
444	PA14_03400
445	PA14_23420
446	PA14_59780
447	PA14_15580
448	PA14_15475
449	PA14_59950
450	PA14_59070
451	PA14_61410
452	PA14_53570
453	PA14_60050
454	PA14_13200
455	PA14_33980
456	PA14_31150
457	PA14_31260
458	PA14_19600
459	PA14_13880
460	PA14_22500
461	PA14_31070
462	PA14_72830
463	PA14_59880
464	PA14_30890
465	PA14_59970
466	PA14_51640
467	PA14_15370
468	PA14_04350
469	PA14_59400
470	PA14_15530
471	PA14_01220
472	PA14_14300
473	PA14_22540
474	PA14_15470
475	PA14_22530
476	PA14_36000
477	PA14_58950
478	PA14_33310
479	PA14_31430
480	PA14_22160
481	PA14_59360
482	PA14_16110
483	PA14_59250
484	PA14_32820
485	PA14_03310
486	PA14_03285
487	PA14_58720
488	PA14_31090
489	PA14_59090
490	PA14_15660
491	PA14_59390
492	PA14_51590
493	PA14_15560
494	PA14_59910
495	PA14_31040
496	PA14_48230
497	PA14_59160
498	PA14_30970
499	PA14_55040
500	PA14_58960
501	PA14_22550
502	PA14_40750
503	PA14_54950
504	PA14_15160
505	PA14_31170
506	PA14_58910
507	PA14_28810
508	PA14_60030
509	PA14_36030
510	PA14_03270
511	PA14_38000
512	PA14_46560
513	PA14_43090
514	PA14_58740
515	PA14_43250
516	PA14_59540
517	PA14_21830
518	PA14_15400
519	PA14_36400
520	PA14_28470
521	PA14_54070
522	PA14_27630
523	PA14_69520
524	PA14_22250
525	PA14_28770
526	PA14_28850
527	PA14_59940
528	PA14_36790
529	PA14_49030
