PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	comparison	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA14_31640	PA2546	0.5010628494484987	0.0				33.26035820876612	36.4921843900003	0.582223243169344	16.358123411261204	25.339486828270296	41.626620675162954	598.769795851533	1331.6795215537813	598.1875726083637
PA14_52430	PA0915	0.7987993286347363	0.0				61.51182557500201	61.30325609383436	3.7564464731341802	23.073900367178897	40.662013943898145	71.7404651600018	354.811990051914	3758.089207706239	351.0555435787798
PA14_41050	PA1816	0.6966126717452066	0.0	dnaQ			385.10365078939583	426.9966996169707	62.7132975171827	200.93137552218275	276.60867604882503	372.3833771169624	2478.9965529944698	182326.1814837855	2416.283255477287
PA14_03170	PA0987	0.22634969651565195	4.2434263095935754e-63			least stable in SPELL	152.04971398490147	107.19530656057611	18.7301332663037	94.0255084677478	126.726451572555	174.20715197123224	1513.13597249934	11490.833748615893	1494.4058392330362
PA14_28690	PA2740	0.8311550473782608	0.0	pheS	most stable	most stable in counts	728.104824828401	456.0538938708698	85.4413977683071	370.04898342989304	612.357885140044	963.7249574801392	3042.0455211757508	207985.15411478255	2956.6041234074437
PA14_40840	PA1832	0.5554502804275989	0.0				853.3618823047459	872.8590625005596	116.81060570330601	439.46327597151276	663.638555435288	965.2386989939689	9556.7107104537	761882.9429893559	9439.900104750395
PA14_14000	PA3864	0.2478388177819952	1.1303980182121143e-75				125.84886655745241	145.5792668349052	12.463107342793	79.27115780015768	108.95957798659549	144.243078355323	2936.5173532744	21193.322932188534	2924.054245931607
PA14_24480	PA3064	0.6671038397911202	0.0	pelA			107.09859105614593	125.36837600812754	14.6564608146507	44.45654738602787	75.1343335886524	120.34309012120625	1589.1234839670199	15717.229702915249	1574.4670231523692
PA14_56660	PA4356	0.09374039009699413	6.476110643655353e-12		least stable	least stable in counts	276.4213510502924	457.79481085955956	5.03039793383027	80.24432479860062	154.6898776860715	273.105914697575	4300.68547723969	209576.0888499399	4295.6550793058595
PA14_65590	PA4963	0.609528515978245	0.0				504.43431227712455	331.85119971267795	40.5945624306124	260.62134571420825	417.9177106126465	664.1970062954824	2309.56522392772	110125.21875074366	2268.970661497108
PA14_64390	PA4868	0.6141647401638705	0.0	ureC			268.9079630433966	207.3383974694977	8.42667325571588	140.42968189274	219.7269075525935	314.404584992658	1631.5363735791102	42989.21106521941	1623.1097003233942
PA14_17980	PA3581	0.3977009361357311	3.700009754366932e-202	glpF			866.7688020878949	2608.6186662949044	10.8814808191382	157.6430722996625	332.216065772855	634.8415349188951	29353.0523161719	6804891.346142206	29342.17083535276
PA14_00980	PA0081	0.2686623990748413	4.353669830246914e-89				354.35893163377216	303.95877869387954	33.8080719344792	180.45402720740375	258.003953981976	410.8335599371334	2525.89833019765	92390.93914507484	2492.0902582631707
PA14_04330	PA0332	0.3006018387348971	4.1260610876545702e-112				274.1391764564637	618.8142986409189	16.930630212012698	109.03746401866077	182.7375454853725	289.7433911833285	12127.6255261455	382931.13620245236	12110.694895933488
PA14_26810	PA2882	0.6709241587530307	0.0				44.66933067041724	166.77966363246142	1.72021759884505	9.400625151618435	15.070608215222698	25.759501169672777	2536.1193439744297	27815.456201356974	2534.3991263755847
PA14_70850	PA5368	0.5166625672319057	0.0	pstC			450.8627180022952	719.7325795450967	53.719635136983996	140.40265959816773	224.1868089081365	438.7029316029507	6394.86202912657	518014.9860586389	6341.142393989586
PA14_36980	PA2134	0.6982968644458468	0.0				212.90439707090124	987.7050892665362	0.4482160608235461	15.367304591087175	39.33404930102755	132.43831130341573	14913.337906672901	975561.3433630163	14912.889690612077
PA14_31770	PA2535	0.6789209061443562	0.0				42.362755820346415	54.90351339716532	1.1644464863386899	22.892678718523573	33.447729299327705	46.58757894140045	734.488538974955	3014.3957833527115	733.3240924886163
PA14_67470	PA5109	0.7776594536725845	0.0				222.45676289916688	143.3710119400066	30.602251698655802	113.32058779284024	196.3510695227535	290.02145107115	1074.50959728464	20555.247064701518	1043.907345585984
PA14_40220	PA1878	0.7158140515550826	0.0				71.58349074415618	101.32465516972486	6.2588322622866395	25.49932681330263	39.312705333429506	69.7209143956645	879.407110816072	10266.685745263652	873.1482785537853
PA14_60870	PA4601	0.5163869277703996	0.0	morA			826.8972309941158	502.4568310279031	60.89184364591871	543.354371462426	729.327721540169	992.3643083198076	3488.79966192337	252462.86704660277	3427.907818277451
PA14_02730	PA0223	-0.011365638240225335	0.4059725494565912		least stable	least stable in counts	70.01911703039882	81.35057875348421	6.61976849909949	28.628544739612273	49.34947960191355	74.34751224566975	682.751726462889	6617.9166635268375	676.1319579637895
PA14_32440	PA2490	0.25741309738963764	1.092120385194139e-81			least stable in SPELL	26.708654685948016	31.13699130704583	0.582223243169344	11.628260680257526	20.120313114847946	30.88487067054145	291.229790495818	969.5122276550475	290.6475672526487
PA14_40210	PA1879	0.7852016812830602	0.0				36.61512320789981	39.179289773084776	2.27761818879786	13.01730050862045	23.0882751492296	42.459661046300454	262.868759374898	1535.0167471233453	260.5911411861001
PA14_33680	PA2398	0.48360425827065	1.2273927585006e-311	fpvA			1007.73427634978	2123.518874264403	0.30262719449986897	144.222298790669	369.9399722029245	1141.37593960744	27280.5592302234	4509332.4093571585	27280.2566030289
PA14_50980	PA1032	0.5756200036263572	0.0	pac			648.2375173665912	259.21600095542544	253.912400712044	497.86222160595077	603.1996015706279	728.0233009206314	3024.29490108063	67192.93515132312	2770.382500368586
PA14_34250	PA2352	0.7431169779558763	0.0				59.38414606142393	51.99965615304564	0.582223243169344	26.243129313079425	45.03090759701175	77.69581025020605	464.949504524052	2703.9642400349776	464.36728128088265
PA14_60250	PA4546	0.7530085786297144	0.0	pilS			249.0862630439781	163.10416792092195	36.0534429089902	144.16192157675025	199.6551646713235	281.4455334485155	911.9870777158881	26602.969593176305	875.9336348068979
PA14_47860	PA1266	0.8228503141810061	0.0		most stable	most stable in counts	24.936315145875653	32.763060466712545	1.3326390284544498	7.845327104682364	13.408155456194901	27.233682133238275	268.633009135223	1073.4181311454624	267.3003701067686
PA14_60310	PA4554	0.4958894939389505	0.0	pilY1			3082.207319203427	2771.656353520563	0.241836874883577	1425.5211222875978	2276.8937972733547	3379.374914237305	18774.238324559	7682078.942010903	18773.996487684115
PA14_64200	PA4854	0.85122046462788	0.0	purH	most stable	most stable in both	672.4590545556813	604.6755460598426	36.8938177179989	234.45913600355118	455.3670784755085	961.2601302019671	3720.8462093576795	365632.5160027689	3683.9523916396806
PA14_70630	PA5350	0.6949586638298433	0.0	rubA2			133.1964447234174	145.48140834443058	6.7616143868958405	56.18714259261111	88.46028294320475	146.2901824891125	1113.5273274419	21164.840173878954	1106.7657130550042
PA14_30270	PA2617	0.6861198682798889	0.0	aat			118.85718344641244	56.19475514822267	12.575994834575699	77.65895556009981	112.80854676098949	147.94143286557124	322.472077463272	3157.8505061686983	309.8960826286963
PA14_20860	PA3340	0.7835470492410502	0.0				397.0879596557976	303.76984311851936	23.5930165169737	194.89455160825975	295.30840116603997	522.1042373191965	2381.67896279156	92276.11758824986	2358.085946274586
PA14_46280	PA1404	0.7559717256538843	0.0				106.03536049982027	221.65862270611476	1.46845306962015	13.281478490982499	37.63492102350775	107.93778006816075	2754.38823433526	49132.54501997173	2752.9197812656403
PA14_45740	PA1448	0.6620168169676224	0.0	fliR			133.43532190678263	87.7002407332611	11.7965082584869	69.05663623011291	103.65940597317649	188.18688818972598	453.14206878209006	7691.332224671949	441.3455605236032
PA14_43650	PA1613	0.6676299484680484	0.0				194.73914312252157	105.12362405818985	31.7579674241506	130.6930207190095	177.4064564026835	227.24921506045123	772.7245730105949	11050.97633512763	740.9666055864443
PA14_16090	PA3735	0.7968983078741766	0.0	thrC			906.9095910545877	732.3028608914956	64.4960523295887	478.42089993404124	677.2858445342105	1109.6917007336476	5119.724790550471	536267.4800698691	5055.228738220882
PA14_19370	PA3459	0.581486628905364	0.0				1406.6388164633274	2714.165538457811	43.243033910887696	363.9858462933445	797.698849434724	1407.7466179848277	47678.3135747543	7366694.57015198	47635.07054084341
PA14_51510	PA0988	0.6186025251946139	0.0				269.80546914491174	159.62244853715873	36.4715388648919	179.9277946676395	245.6430127001445	323.3151603548045	1480.74805017206	25479.326076997888	1444.276511307168
PA14_52050	PA0944	0.6909585063856539	0.0	purN			501.57960542298923	541.7191651323636	30.800491180906402	200.55695557695225	306.566326610893	519.028372363083	4739.415163774001	293459.65387170506	4708.614672593094
PA14_50870	PA1042	0.586623184958604	0.0				142.52381509182067	137.92125823483744	6.61976849909949	57.008608396095596	103.673107153667	177.7495017881797	1227.9398556839901	19022.273473080713	1221.3200871848906
PA14_50970	PA1033	0.6200234324169154	0.0				195.51825685596765	119.30724940124381	32.2255660505456	118.49339636235575	167.45035832316	242.25702707810274	1084.70146861303	14234.219759690592	1052.4759025624844
PA14_66610	PA5039	0.6815369019544709	0.0	aroK			758.7336969505075	645.0030626780364	79.5458725955026	411.8180285779497	610.321729343628	900.6510718306597	10302.151204084	416028.9508640469	10222.605331488498
PA14_02260	PA0179	0.7603382128006075	0.0				687.544369690839	851.6658361516212	15.011287591182402	147.04343323668152	441.044574169152	877.9231260351819	7919.52776047592	725334.6964678401	7904.516472884738
PA14_64540	PA4882	0.21978129900729626	1.660945826293322e-59				35.752133358988345	47.544268691540566	2.0159193105504	15.494166166065652	22.460703531338247	37.1331521974329	540.214577953924	2260.4574854134044	538.1986586433736
PA14_14850	PA3805	0.8364995360008904	0.0	pilF	most stable	most stable in counts	930.3705806917666	660.3074865235259	61.14574389085421	546.516442819853	785.6301709397756	1097.9574592741026	5444.6753353272	436005.97675901634	5383.529591436345
PA14_38825	PA1985	0.5231877030568578	0.0	pqqA		least stable in SPELL	94.46575148287674	167.4104532417535	0.12663728772531901	11.803717614495373	31.738091118519755	95.37159287996923	1330.8665882267098	28026.259854609332	1330.7399509389845
PA14_69010	PA5225	0.8014312762286123	0.0				288.9141646532373	169.97160077320308	27.046457547583397	179.8766247877548	251.0740015838735	364.76102406350196	1673.05204312883	28890.345069405128	1646.0055855812466
PA14_69670	PA5277	0.7548663339614773	0.0	lysA			844.7119393120613	466.1829873212558	40.5945624306124	508.2644317607587	737.1866858726215	1069.6861455302974	2650.2551021310996	217326.57766777012	2609.6605397004873
PA14_00480	PA0039	0.14729334343482006	2.5320726543256648e-27		least stable	least stable in counts	2529.5596622521407	3184.6795705358772	62.943956242987795	679.2537485910034	1381.0782913676298	2943.749151963085	19440.741723939398	10142183.96698858	19377.79776769641
PA14_19660	PA3435	0.7192476864349081	0.0				175.3704431985631	112.97083029097489	6.93650099006788	83.15628387675252	151.2136445179915	237.59221856131728	694.155838692523	12762.40849663225	687.2193377024552
PA14_13410	PA3903	0.8101717294982229	0.0	prfC			684.5561258727946	605.9130713220812	29.3893658345464	288.9493009378035	484.5549767043635	819.7680166307712	3615.4571749320494	367130.6499989575	3586.067809097503
PA14_14700	PA3816	0.7480906151141073	0.0	cysE			410.2417862128468	200.06076920372925	72.33780829451409	255.19113623795602	375.7935035237175	547.3875111266688	1083.5000800992402	40024.31137438782	1011.1622718047262
PA14_27530	PA2825	0.3592583972777452	1.152704084298871e-162				196.13196053369367	493.33365503337325	5.8766983717190815	64.36865770164076	113.0892761494815	187.21310214662398	5489.5373550855	243378.09518858732	5483.6606567137815
PA14_12400	PA3976	0.7014846171798027	0.0	thiE			145.92101771242596	118.53618619604524	9.74155024818188	66.85370868057657	118.24537915744699	177.02672999839174	890.9547855591362	14050.827437903505	881.2132353109544
PA14_12570	PA3965	0.6434759157502673	0.0				122.84090424770979	86.32521183288397	10.0150165125313	63.49400299831527	94.656934315956	154.677261394298	633.033143315825	7452.042197992289	623.0181268032937
PA14_43830	PA1598	0.6657652630398595	0.0	panB			50.00986500215053	54.08828505423127	1.40421829232972	17.590289782421124	30.25155421555525	62.6136205939551	347.73069809542295	2925.5425801077777	346.3264798030932
PA14_46370	PA1396	0.7616368121501902	0.0				101.68943442296631	64.26615413100812	11.4265425426805	53.0600557305627	85.04604601401445	136.801623148679	395.739167127619	4130.138566790492	384.3126245849385
PA14_09020	PA4246	0.8803437985987786	0.0	rpsE	most stable	most stable in both	6068.34182785008	5036.347906754984	122.901537413774	2400.619379626298	4517.061234518145	8775.681051021958	34163.254911067204	25364800.237875313	34040.35337365343
PA14_30080	PA2632	0.600053161809707	0.0				204.69928585433388	163.72957516454866	25.7578525289443	127.054319406307	175.887693222667	238.0623835983293	2040.21067201522	26807.37378356359	2014.4528194862758
PA14_42120	PA1734	0.5122777431166512	0.0				81.5125291426214	161.53285667727863	5.748673204812009	39.35744608303983	57.5577379449911	99.13523914501666	3077.1412029356	26092.86378632224	3071.3925297307883
PA14_69190	PA5239	0.7602564340857816	0.0	rho		most stable in SPELL	3522.7899668538107	5068.399366633027	49.28078588945029	987.9605567772105	1979.885081732255	3883.040529305523	53065.658656379295	25688672.13968607	53016.37787048984
PA14_54370	PA0767	0.855874635131177	0.0	lepA	most stable	most stable in counts	2246.224480215449	1805.9036452233868	156.16757445000098	1084.435627533525	1779.19470146015	2710.3910839409423	10842.3927735905	3261287.975831116	10686.2251991405
PA14_42100	PA1735	0.5538948557749768	0.0				86.06756818648488	71.69689662313888	3.9710165599952996	45.42332019565812	65.18619828241305	101.965021922802	554.021360397619	5140.444985389064	550.0503438376237
PA14_72150	PA5467	0.3166556777736797	7.541388801114496e-125				47.14480621582142	43.03663114872834	2.1934259735336297	21.2692438348913	35.2644181003364	56.53084183994885	297.662205597866	1852.1516206316944	295.46877962433234
PA14_48520	PA1222	0.5413859088603078	0.0				177.31920281195482	76.97383170207264	15.734405183124	127.58008502841102	170.0759600289875	220.42196555361653	699.921378057143	5924.970766899004	684.186972874019
PA14_30350	PA2610	0.4462284686822519	4.2075987233271784e-260				164.51101571264005	127.82185158492648	18.2510401537034	90.82614540184483	128.5001247868605	201.63665173861227	1046.2699717114501	16338.42574259897	1028.0189315577468
PA14_53480	PA0835	0.656008179852901	0.0	pta			959.9215414818055	769.3688515225718	186.374134764722	474.48013889113497	713.3497818062281	1198.79188648388	6694.59126074433	591928.4296931612	6508.217125979608
PA14_41270	PA1798	0.7533789286205256	0.0				106.71004940623247	60.26104814162366	20.408722395337602	68.08590991073852	94.1231172716169	125.15049884183624	478.837012269483	3631.3939231270847	458.42828987414543
PA14_06950	PA0533	0.3265420768829952	4.270503502078206e-133				145.39742026084284	81.61221139916927	39.718610994597	113.6915996670465	141.1519161862875	167.852515628283	1810.096272477111	6660.553049462695	1770.377661482514
PA14_60190	PA4542	0.37789352540351895	3.8362546843796755e-181	clpB		most stable in SPELL	6902.150395346248	15323.344033132136	119.14377622348499	1464.6711766598576	3303.454700646089	7406.071724285404	216209.568221239	234804872.35772625	216090.42444501552
PA14_26460	PA2909	0.6821310411190321	0.0	cobK			28.769879276002502	22.880856438505013	2.3627051461938597	11.806928859097123	23.4161881214793	37.2465505103189	147.031635155114	523.5335913594763	144.66893000892014
PA14_29740	PA2656	0.2569616269468758	2.1266995267622596e-81				343.0597670949224	1643.9728428146377	35.3895247754606	158.94408856847227	200.6183819367295	253.36748503492225	24710.8244589862	2702646.7079120413	24675.43493421074
PA14_37550	PA2085	0.6195780278206227	0.0				23.810094486663054	58.77367280854086	0.409215567153817	6.616450574722303	11.5697426744203	19.067475010268	913.443964987523	3454.344615405415	913.0347494203692
PA14_72580	PA5500	0.37737056109661865	1.3160898680754764e-180	znuC			246.0729159343686	436.5478523952866	10.1486406076531	108.496785725145	169.93564116638203	257.46203969600776	8853.864843740821	190574.02743093696	8843.716203133168
PA14_43130	PA1654	0.7308254157448136	0.0				400.90488626018583	292.4886450467395	12.3201964723626	170.87472508824675	342.68577715558297	544.058839991741	2041.70919734608	85549.60748127758	2029.3890008737174
PA14_50860	PA1043	0.5359891316414751	0.0				176.7492542651873	88.77774397193097	26.9372422853795	115.11819952461	161.230837036021	218.14336714126978	741.284085732527	7881.487824745726	714.3468434471475
PA14_44190	PA1569	0.8731744089976267	0.0		most stable	most stable in counts	22.7773718669812	30.595074807400202	1.22137530202808	7.441209680534933	13.5839132120419	25.661841263215827	273.87761102238096	936.0586024704145	272.65623572035287
PA14_68300	PA5170	0.6240197621854019	0.0	arcD		most stable in SPELL	4303.884549423726	6151.622179263511	67.3009762485877	747.8450017851483	1980.825078214575	5312.7327948998	52155.5415639956	37842455.43640675	52088.24058774701
PA14_19360	PA3460	0.6779962466643612	0.0			most stable in SPELL	901.6192089357706	1571.1745664015803	5.30916433824559	199.02464281568277	451.3921034318455	930.4494823837315	18500.9718277516	2468589.5181071935	18495.662663413354
PA14_20640	PA3358	0.6062503472942077	0.0				37.29544664425223	24.633535240174464	2.3627051461938597	19.978384978390576	30.5234394471903	48.18150602367385	165.229769851509	606.8110584289171	162.86706470531513
PA14_45000	PA1502	0.4886422777964352	4.3521e-319	gcl			80.31110982941715	354.04855311616586	2.7352072866537593	21.95484111908755	38.2480178638306	67.36342220875507	6473.63851720215	125350.37796365052	6470.903309915497
PA14_06660	PA0510	0.6252510487176451	0.0	nirE			232.24270699942497	558.402225215366	0.7643293592642472	16.7438827240487	42.2757992720215	127.18489974933749	3587.86916043671	311813.04512547236	3587.104831077446
PA14_36630	PA2160	0.7340242346226528	0.0				426.11767511677067	952.9986853535886	0.727581108343508	31.954044521389	129.641710552289	436.895064434307	9776.068321665029	908206.4942856681	9775.340740556685
PA14_45210	PA1486	0.8696671167317067	0.0		most stable	most stable in counts	30.3073313158199	26.94591020268676	1.66725242726853	14.985998712416675	22.69736265818435	35.84064145201605	198.04765710976105	726.0820766512585	196.38040468249253
PA14_16100	PA3734	0.8025845603146289	0.0				288.8553272742839	426.24856489753034	4.18358152344479	48.14070535468428	132.691526712771	310.4868060655472	3614.75975500508	181687.83907720415	3610.576173481635
PA14_21960	PA3250	0.7959836680366399	0.0				234.65741198541153	272.9763445717009	2.12441120245568	52.592247552074696	134.63402183511448	336.54303246033373	1855.64149517293	74516.08469572799	1853.5170839704745
PA14_47750	PA1274	0.7566521113221605	0.0				66.84667969350423	57.170732441715316	3.06774548160945	27.874896879558797	50.000787364281	86.83048511546316	447.109178101105	3268.4926479222	444.04143261949554
PA14_68190	PA5162	0.6335418014381462	0.0	rmlD			711.6367290797406	392.77531388006673	87.67395223363691	440.7668744370808	638.0908791706929	904.5175957262709	2159.6636012436397	154272.44719358493	2071.9896490100027
