PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA1674	PA14_42850	0.3347688335034511	3.18263836692425e-140	folE2		604.8794480341369	366.363465159136	63.0666195932452	343.572978082163	531.3726824012275	768.528698526619	2177.23639779219	134222.18860340948	2114.1697781989446
PA2713	PA14_29060	0.18751411565508627	1.5922734833115403e-43			120.82521908049536	84.66493190288176	0.0	62.47668834145698	100.925240017606	163.74029075045877	612.686044722589	7168.150694119606	612.686044722589
PA5519	PA14_72810	0.2317128823098945	3.9428817707678393e-66			204.6199881541098	215.0769985972762	0.0	103.717950995553	152.3789543252345	222.400530590938	3363.7764020564205	46258.11532561275	3363.7764020564205
PA1788	PA14_41450	0.359237974100532	1.125270384897393e-162			220.66264996943815	355.1756274075969	0.0	99.56952328374743	149.135205333767	228.08671989718576	7104.19489945482	126149.72630438009	7104.19489945482
PA0026	PA14_00300	0.3438836568219684	2.366458466314048e-148	plcB		476.7538929180622	432.13555729740926	14.3517302165781	192.78319595299877	342.999894446579	616.423286303909	2569.34820889257	186741.1398807425	2554.9964786759915
PA3166	PA14_23280	0.4710952725780672	1.004059803928209e-293	pheA		894.4138894642928	358.82165948418424	147.805266091615	648.7320678845945	841.076308016258	1069.8316950626174	3795.4928067726296	128752.98331498387	3647.6875406810145
PA1700	PA14_42530	0.3753502777973207	1.3972157755499038e-178	pcr2		37.34852925980637	75.05229961078302	0.0	5.45529437343351	14.143278136634951	36.577762412576185	786.895189397148	5632.8476768667415	786.895189397148
PA5525	PA14_72890	0.3920493183743148	4.750539693594121e-196			315.63097562424787	243.0772691056066	16.2743829667482	135.0783111471735	256.0535170819155	403.5568726228383	1627.96719286227	59086.55875583949	1611.6928098955218
PA1684	PA14_42730	0.2593077359728151	6.34117478747892e-83			287.0629916514177	107.94482131734293	85.941863724923	219.1426285083325	273.89506064036505	338.0770786767396	1126.03514395779	11652.084449233093	1040.093280232867
PA0256	PA14_03160	0.4150593275616803	7.741740788269414e-222			374.213650457269	328.8871744608634	0.0	149.3173007711715	291.5305554148145	485.7296296339638	2390.2159192314302	108166.77352485039	2390.2159192314302
PA2568	PA14_31310	0.3101068373935998	1.407157143400779e-119			182.95882793679343	180.21269801656283	3.09591095319601	92.31598933470129	146.55107030724	223.387719983589	2957.38840818019	32476.616526408867	2954.292497226994
PA3954	PA14_12710	0.133230523430511	1.3003363533678498e-22		least stable	89.83981401736442	158.75368027877295	0.0	16.993922930711	33.31220189104185	70.73044564388462	1446.7457229395402	25202.73100205486	1446.7457229395402
PA3286	PA14_21540	0.4096432253642693	1.3908462303362634e-215			654.2294681746322	475.8003659076937	127.658273570788	426.0029138978685	583.417774794055	763.7886983830707	7536.319400129821	226385.98819789517	7408.661126559033
PA4165	PA14_10010	0.2510678816263751	1.0944587490160287e-77			134.0962839718614	152.11455930153568	0.0	53.921968013919056	88.56312275834526	160.51769721759874	1278.3931428553399	23138.839151500415	1278.3931428553399
PA0728	PA14_48880	0.17723384780961518	5.3689176406651494e-39			174.95421458832558	1367.5410734318557	0.0	22.139638918124824	41.85635673329109	66.13163909974597	25925.138061824702	1870168.5875231521	25925.138061824702
PA4795	PA14_63360	0.3294476160038533	1.3252529489512835e-135			69.15927473016312	76.5461522917168	0.0	28.954737150560195	53.55960668008385	84.769387888678	939.533251327534	5859.3134306667	939.533251327534
PA0769	PA14_54340	0.4306077975937984	1.9072375501448687e-240			401.5448464859551	312.6697811555259	26.2720552318592	211.85519188252374	330.3865588950945	495.892166462869	3071.186149058689	97762.39204784448	3044.9140938268297
PA2167	PA14_36550	0.389025006740302	8.24982101509925e-193			144.0517159800706	210.2304919733861	0.0	14.932898980325547	57.218875688699	200.57690387267374	1509.8894937084801	44196.85975537196	1509.8894937084801
PA1896	PA14_40010	0.2692157426129357	1.7747558869344077e-89			269.39814530626114	750.0089097687134	0.0	27.11325736464185	74.73434547766911	195.78340204345199	8792.77537789937	562513.364732454	8792.77537789937
PA4944	PA14_65310	0.4054296908022584	8.502264000478985e-211	hfq		3195.2125376185936	4360.3833753280405	65.4655186508643	1280.442941009905	2158.5498886841597	3529.660269018142	61436.0598881633	19012943.179837156	61370.59436951244
PA5425	PA14_71600	0.4867575227564802	2.4086219e-316	purK		390.58114190344173	235.58448726555775	44.9891190379002	232.39628626324952	340.237853791191	498.88657069296903	3176.060000029929	55500.050640175745	3131.070880992029
PA5305	PA14_70050	0.3276767201328339	4.358136624973265e-134			337.33304020785187	244.37788080035182	0.0	158.98976463517576	268.71287286055804	436.5434282857777	1537.04925140231	59720.54862447096	1537.04925140231
PA4777	PA14_63160	0.3596853071000446	4.187038827398094e-163	pmrB		280.9727490478478	481.8062853249463	0.0	80.63122154306978	142.312777163198	323.08228431839575	6219.48614988844	232137.2965786236	6219.48614988844
PA5106	PA14_67440	0.3224402058826905	1.1642745190575413e-129			511.32244996182266	929.332103662162	0.0	88.78915960184247	244.625669060468	632.0840905798732	14024.6369538642	863658.1588971395	14024.6369538642
PA4801	PA14_63430	0.1395258178123935	1.1558613535708939e-24			59.50392261404574	55.02235538095648	0.0	24.587937954169753	45.924986891692754	70.46761676214388	408.983656481239	3027.459591668271	408.983656481239
PA5329	PA14_70350	0.2773422167503745	4.6013744902151847e-95			216.70488778318867	142.44375424125164	19.1946479098152	131.21369288923526	194.75310485429497	269.6713532450767	1838.75347645963	20290.223122342093	1819.558828549815
PA4350	PA14_56560	0.3666356917780018	7.2714607840234e-170	olsB		273.3752669310523	597.8342405580784	0.0	23.6917908100623	92.53186266832165	315.5168543269665	6462.19692538952	357405.7791836543	6462.19692538952
PA3393	PA14_20190	0.4409586444470335	2.184363723327697e-253	nosD		387.23726750280844	648.5061663910732	0.0	33.77270348942713	127.039258040555	429.27891523424563	6104.22928507973	420560.2478472463	6104.22928507973
PA0199	PA14_02510	0.26471420636023146	1.8250465678850005e-86	exbD1		104.02912055866926	156.3794292787768	0.0	21.449843836324302	56.69142028084231	131.54623913326452	2044.75353711213	24454.525901555953	2044.75353711213
PA0190	PA14_02380	0.0745651677411807	4.7670062453318755e-08		least stable	54.57361560613679	102.61736596194628	0.0	12.90792952361765	23.8575766709183	47.58354335105081	1105.9155319271401	10530.32379696801	1105.9155319271401
PA4987	PA14_65950	0.2287545600580897	1.8686854965621717e-64			103.72677807837101	79.00531742845038	0.0	53.207465645636354	80.1639486345477	127.5601208041655	674.939865753604	6241.840181970206	674.939865753604
PA1868	PA14_40320	0.1266700728047754	1.4101982444590086e-20	xqhA	least stable	117.07924799964708	199.1078101457923	0.0	22.414521588225575	43.354494889525995	107.139090507117	1446.6436689514999	39643.92006105288	1446.6436689514999
PA3366	PA14_20560	0.22611737267902435	5.563326117793071e-63	amiE		946.9280117833182	2636.7987155964165	17.9400854736762	188.155492072729	359.28329357049904	842.6750327280855	43790.0876526698	6952707.466570912	43772.14756719612
PA3981	PA14_12330	0.6264161599343125	0.0		most stable	1244.8530515984814	676.3600562539019	174.18461028323003	797.483200112224	1055.857150351925	1551.9496122051573	5341.98862587941	457462.92569578136	5167.804015596181
PA3022	PA14_24980	0.3537759954843509	1.7303970960497503e-157			527.5478642836101	705.1961902734591	42.2277677120685	236.33868359450173	371.254455970327	588.3863473164347	9392.53700901734	497301.66677620076	9350.309241305271
PA1306	PA14_47340	0.3866704933042008	2.6010173781237643e-190			263.7207742154684	239.3241044392993	17.4368388929445	146.995168391048	204.71271378044548	289.347833532852	2109.34053147542	57276.02696567264	2091.9036925824753
PA5043	PA14_66650	0.365655919549116	6.680483604571452e-169	pilN		710.7068929623891	549.6791070161302	41.7544334624364	348.59454611535085	565.6207027242644	851.8588150598434	4493.49664601872	302147.1206900503	4451.742212556283
PA0582	PA14_07590	0.3690726724658561	2.826529015547087e-172	folB		110.8123755199869	115.03787099487316	0.0	45.46384219780501	77.15717005660815	134.05661160372475	878.033674559973	13233.71176303308	878.033674559973
PA3254	PA14_21910	0.18361928994437005	8.897115733255608e-42			127.76365591183387	106.2069021037238	3.22157789765396	59.0350513865842	100.85357808397049	152.5343605508905	864.5758480045979	11279.906054469971	861.3542701069439
PA1528	PA14_44670	0.4990717426874682	0.0	zipA		1653.1330882415577	1184.9039004287006	260.406067877891	1046.76560841044	1387.6936208859552	1887.4345098143829	12519.258889005801	1403997.253251148	12258.85282112791
PA0656	PA14_08420	0.4027858413786388	7.899870068490109e-208			197.7390849793578	199.88337892276286	5.330238077895982	65.54922842481236	139.215171357187	261.9415610031392	1596.24392605896	39953.3651695808	1590.913687981064
PA0133	PA14_01640	0.28514786660994124	1.3033215911920371e-100	bauR		149.45797683718547	130.23623157084054	0.0	67.41200463363107	102.250477631459	180.42816659117577	828.099688113522	16961.476013773605	828.099688113522
PA5399	PA14_71280	0.1922508943004481	1.0580873021818007e-45	dgcB		182.36194974092325	312.1641706049199	0.0	28.520248110217445	67.70889425284699	202.462791080431	2950.77475257113	97446.46940945752	2950.77475257113
PA0800	PA14_53890	0.23895992576009786	2.4536517637370272e-70			49.15743680001561	66.45886110548922	0.0	9.41064709993213	23.34561098087155	62.544111763970506	452.39008123170487	4416.780219438708	452.39008123170487
PA1742	PA14_42010	0.3436467246423908	3.880455488742159e-148	pauD2		944.5398952217136	918.4866335798692	118.89338369835	384.1684661946957	640.4073347524615	1139.93152764264	9617.25064018223	843617.696064881	9498.35725648388
PA2674	PA14_29520	0.1707898998127687	2.6978850422100352e-36			29.448831040143606	46.806049239729596	0.0	7.356484634591249	13.46497829500945	25.57780599016575	335.507052212323	2190.8062454319916	335.507052212323
PA2138	PA14_36910	0.25530908525264223	2.3310288260052845e-80	ligD		169.83325426389376	314.64201145559144	0.0	22.381860055157723	59.098312867955755	173.25099317578997	4924.34671136773	98999.59537282053	4924.34671136773
PA1580	PA14_44070	0.5022434727951414	0.0	gltA		3562.3708146993886	3818.6078523999963	325.311334165451	1794.390483520545	2739.0543773363297	4315.856027745802	64752.4344844613	14581765.930410912	64427.12315029585
PA0441	PA14_05770	0.19246136472911307	8.441603460762047e-46	dht		179.21767966000326	359.69448062550237	0.0	24.43593293781565	53.815088723537194	142.76186553041	4225.37098461639	129380.1193924499	4225.37098461639
PA5089	PA14_67220	0.27738417216407313	4.300779784046686e-95	pldB		309.97168802168295	396.95460847802156	20.4176567085528	109.99783723037302	170.495760321887	331.013706476015	4637.90090961598	157572.9611919394	4617.483252907427
PA2160	PA14_36630	0.3617762252572915	4.0351625100144134e-165			322.92412068297045	951.2496632706269	0.0	24.71233692148645	89.97823807580048	315.5952000828837	17749.8402440054	904875.9218724811	17749.8402440054
PA0213	PA14_02610	0.234940785573367	5.497730290359726e-68			70.9063146586659	125.92242434667911	0.0	6.701437012926952	20.086194619724942	68.05752268821234	754.7314448272099	15856.456953345123	754.7314448272099
PA0589	PA14_07690	0.3292049996619548	2.1415592965793117e-135			98.40485711744209	51.63711244114036	0.0	63.69436484561695	90.64581241359775	125.12598584575	350.54046640143997	2666.3913812589726	350.54046640143997
PA1636	PA14_43350	0.20802265562059136	2.2607913192520054e-53	kdpD		309.18683371705794	389.1441869157094	0.0	111.4067951338665	187.86834681417548	339.542143635116	3634.3573859885496	151433.19821028857	3634.3573859885496
PA2685	PA14_29390	0.3665224870839364	9.399010648740518e-170	vgrG4		961.0585005560163	1154.9078387141894	35.8801709473524	378.1504305920936	645.5857731376765	1084.2615481615976	10099.5759362748	1333812.1159234801	10063.695765327448
PA1824	PA14_40940	0.3336409893812877	3.0874840170864642e-139			106.51736302848661	102.78424548389947	0.0	33.58822198110793	80.78547604632644	137.24781222617548	1337.6436703707	10564.601119694507	1337.6436703707
PA2669	PA14_29570	0.17626629976306193	1.3872908022030894e-38			78.81115848444543	123.7368446118404	0.0	16.5653961588215	38.59415425344285	81.62936705246082	1141.86470379874	15310.806714494736	1141.86470379874
PA0165	PA14_02060	0.3804172349618908	8.962160561440056e-184			311.2069076621548	453.2244269128601	0.0	63.098547938550574	152.157553859696	360.2078772416397	4658.32930298739	205412.3811504905	4658.32930298739
PA1162	PA14_49380	0.3701157481461636	2.589184240897071e-173	dapE		315.95486121989074	204.518911678735	16.6459137839679	177.28676519628075	264.0795127154605	414.8225012475603	2356.14177198332	41827.985234254214	2339.495858199352
PA2858	PA14_27140	0.4049196748821545	3.19298994496176e-210			336.44864404152366	268.81528378834025	29.061398154907497	169.29172203713125	256.614038391863	409.375405665242	2029.3793979548398	72261.6567982059	2000.3179997999323
PA0375	PA14_04920	0.3951345212065034	2.170622106252248e-199	ftsX		770.7316914518	584.8539152994533	101.58572542993	465.1161472428085	603.2878170014685	843.8321951284422	7131.806758657859	342054.1022411001	7030.221033227929
PA5152	PA14_68060	0.4443405601743767	1.0293553062691813e-257			693.1406637022947	624.4842300455246	36.5148334170395	323.9004001111682	491.96428367168505	852.852849217993	5318.44357431325	389980.55357555166	5281.92874089621
PA5440	PA14_71820	0.4517057325816826	2.619684594647491e-267			365.7949551836046	289.44650293572	12.7047279772371	160.0335995342205	281.181993986877	486.741352378577	1810.91269933285	83779.27806171776	1798.207971355613
PA4341	PA14_56430	0.16474162464072295	7.430824593519048e-34			75.04247529892113	109.3302424371635	0.0	18.79991498752425	35.90561758618725	79.61380312049293	872.691000744299	11953.101911368947	872.691000744299
PA1964	PA14_39130	0.43838373034753975	3.988705221314534e-250			564.815349220439	373.80681975906145	0.0	309.00582949037795	485.829383093866	698.9005274211398	2693.17120094349	139731.53849838345	2693.17120094349
PA4009	PA14_11980	0.25786082291951634	5.441066709515023e-82			121.4435222383209	130.66901466978436	0.0	50.10797021454185	82.14896604426491	138.90454452635123	1377.8606470555096	17074.39139477232	1377.8606470555096
PA1604	PA14_43760	0.4395796255782624	1.2290345866257005e-251			473.14496077211135	673.5391578314722	24.4214014376791	165.883909707925	283.485196260265	502.11246778832276	7310.729540626608	453654.99713232875	7286.308139188928
PA0253	PA14_03120	0.2388746552843193	2.755113691533824e-70	hudR		98.92161497898672	102.56204660696531	0.0	39.534597233965904	58.29553811128295	120.02134230382501	813.628391812368	10518.973404209324	813.628391812368
PA0291	PA14_03800	0.3772287301129101	1.7019237437179356e-180	oprE		2409.828396882775	2515.3830909323474	225.625059026983	969.972096273641	1673.91003655154	3056.0134541677426	32391.704896354902	6327152.0941483695	32166.079837327918
PA3301	PA14_21320	0.41232814387873296	1.140839215436251e-218			325.6817508034584	187.5049348397563	11.782423936972899	214.39658180500155	289.5762927383105	379.54573995962073	2134.08536897095	35158.10058926125	2122.3029450339773
PA4681	PA14_61920	0.3260724357272758	1.0112317871384913e-132			161.34798603507772	363.7912450384944	0.0	41.72871998502475	82.30866730382185	174.01826648264375	6508.250579432739	132344.0699666579	6508.250579432739
PA3089	PA14_24210	0.3480688620337234	3.5412950355318644e-152			179.47942937479226	230.9667540780813	0.0	46.863379031634274	103.415374769988	228.33727230126425	2155.812388349	53345.64148936488	2155.812388349
PA3338	PA14_20880	0.21456662431915768	9.548791434666468e-57			52.62773021118535	41.504274256456775	0.0	24.87807142719205	43.4201104289987	67.9599618790992	362.03181628547895	1722.6047815551806	362.03181628547895
PA3674	PA14_16840	0.2749166206171934	2.2408233103596116e-93			268.0472807210038	411.0114422452396	0.0	136.20185827007123	211.5566129613395	318.214011879646	10609.727700326801	168930.40565651192	10609.727700326801
PA2250	PA14_35490	0.3317978892947531	1.2396823443568854e-137	lpdV		2591.8424394315753	5220.753933621873	0.0	304.537446501727	1074.25671942858	2871.7865909967304	80298.6386602988	27256271.635428265	80298.6386602988
PA3343	PA14_20820	0.3978767240944988	2.1760959829775654e-202	hsbD		341.9902629749402	200.32174740397434	25.190520614196892	199.71312580072177	294.202931427446	440.82930870263255	1826.2757102307999	40128.8024829817	1801.085189616603
