PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA14_72740	PA5512	0.3414623281884444	4.113371323282903e-146			203.46428334776792	188.16500181597723	30.172477525307198	106.76308620506249	156.0243674215415	215.58155877031726	1931.8086381360101	35406.067908406716	1901.636160610703
PA14_53090	PA0864	0.07617038699139868	2.4523448281866827e-08		least stable	55.73481573543001	70.69348134595603	0.0	17.2100429805148	30.807101745031602	69.11036308571155	549.606863240786	4997.568304811033	549.606863240786
PA14_49870	PA1122	0.3213678116010998	1.0214621916510344e-128			311.84910958890265	244.7194792776744	36.8989816237501	154.48003734421624	261.338312690998	393.7930266710677	2250.32503304725	59887.62353793611	2213.4260514235
PA14_45240	PA1485	0.1828546584391056	2.007021187011094e-41			48.96531966505109	99.20778475340062	0.0	9.93121765792906	20.1599724575509	40.72439080058167	713.1682069879539	9842.184555677068	713.1682069879539
PA14_15070	PA3790	0.2802885528425538	4.2218902071038574e-97	oprC		1147.9661500464085	1331.6150996884846	12.4680750921536	375.91617939119374	664.367671830611	1411.495544216855	13982.1263585993	1773198.773718373	13969.658283507146
PA14_00720	PA0060	0.3563933063210837	6.675795597945277e-160			247.45234622263976	343.73285451185217	21.568927824643396	101.64262276906726	166.91267059043548	291.3910722619138	6582.69261623254	118152.27527086613	6561.123688407896
PA14_06190	PA0473	0.33121918096148	4.416919376735688e-137			164.0138275303433	134.46545118518418	3.49174304497946	84.88811218710515	131.5866369666495	196.746817692196	1242.7312073897901	18080.95756243515	1239.2394643448106
PA14_66700	PA5048	0.4222188752925649	3.368165618835277e-230			428.698960363834	256.74749244573525	63.365389818178215	258.5186224998389	371.67080484530595	529.4467030425794	2285.45185955848	65919.27487717288	2222.0864697403017
PA14_64680	PA4894	0.27185600139153115	3.080811631527539e-91	ureJ		34.12707648542547	78.39785250460595	0.0	3.6015452646351127	9.390168181454035	27.937405834750365	557.5628303344271	6146.223277333949	557.5628303344271
PA14_09130	PA4237	0.6624599873863406	0.0	rplQ	most stable	4384.094847383236	3705.463566850297	180.565308856013	1759.0462724686727	3155.1442572863953	6142.462682004848	20994.033265809197	13730460.245254925	20813.467956953184
PA14_32450	PA2489	0.22061151143334826	6.074917262567387e-60			75.37852091537765	96.68311841507324	0.0	23.002060875513003	46.47548527486116	91.63301266287425	1272.82853398478	9347.625386463074	1272.82853398478
PA14_17675	PA3603	0.23345268174779474	4.203458973712825e-67	dgkA		103.28012671281083	73.99764995480469	0.0	48.3159501940054	87.3347145769192	141.90645695979975	512.711991289361	5475.652198833806	512.711991289361
PA14_08280	PA0640	0.4645647461671678	1.5708370982434457e-284			539.3939143288518	1589.9135762916048	0.0	94.7477972088308	217.746792342674	403.7330914951252	19211.5099396631	2527825.1800763607	19211.5099396631
PA14_25340	PA2995	0.4931176774733194	0.0	nqrE		409.91917444562426	161.1226135331342	54.2099516328405	301.6377617369015	391.340189547724	503.3130293398785	1019.89331869749	25960.49659174772	965.6833670646495
PA14_09100	PA4239	0.6641336947716768	0.0	rpsD	most stable	8591.12529658271	7518.877347354183	251.560725239022	3372.059214345398	6066.962521481681	11328.564892821174	53236.9262258751	56533516.564555876	52985.36550063607
PA14_69260	PA5245	0.5141291279264236	0.0			499.4079876067234	432.44911650207524	64.8156501602143	263.2727819063535	394.462817344773	582.316966580981	6994.71827391636	187012.23836342545	6929.902623756146
PA14_08960	PA4252	0.5800459832858543	0.0	rplX	most stable	5532.464602470078	6703.698404071065	70.8943862037245	1503.5401071526926	3192.874451982555	5911.678345465136	43881.5317035205	44939572.29274494	43810.637317316774
PA14_57020	PA4386	0.5114411058378652	0.0	groES		6402.550171043558	11793.688521879934	0.0	897.0854893239512	2686.90935641143	6036.731942116091	137942.027735332	139091088.95112252	137942.027735332
PA14_26020	PA2939	0.4221665045223607	3.889605057226932e-230			3315.6204310094004	5086.785934927078	0.0	114.89716555548401	804.04306268303	4976.121778661794	38684.699021450295	25875391.14777195	38684.699021450295
PA14_53420	PA0838	0.4418651641452238	1.9000781458004997e-254			698.3483186902677	579.9249430772496	71.8166701014348	323.8498078597297	544.6088792767745	886.349169162023	3917.1734381500896	336312.93960315123	3845.356768048655
PA14_46860	PA1346	0.2125630147516288	1.1099340335572875e-55			49.48789607867056	102.67681257022248	0.0	11.5860388795689	20.604128054839002	40.5735744360838	907.4068977415692	10542.527839580598	907.4068977415692
PA14_00650	PA0052	0.3326645317701498	2.463925396310822e-138			206.40439513418474	357.8547450432594	0.0	16.4341931673572	65.6731071993519	269.1557539793155	2990.57448539833	128060.0185499762	2990.57448539833
PA14_04940	PA0377	0.27507157946365474	1.8939381112144812e-93			215.8016847625478	140.46714724714926	17.3671959735795	120.39230799772626	177.6577202530365	275.908118186448	1448.1216998845002	19731.01945575231	1430.7545039109207
PA14_37440	PA2092	0.1813470152441253	9.231335568561389e-41			43.41411812466005	101.71269357760121	0.0	5.0671509397182195	10.50284815047005	29.779154106486743	771.625031241546	10345.472034810999	771.625031241546
PA14_05740	PA0439	0.19015095912172045	1.0305584110436738e-44			78.27778334278973	181.5797349922138	0.0	12.335965741530499	27.976527415566345	65.54276139547736	2905.672148695189	32971.200159842585	2905.672148695189
PA14_05920	PA0454	0.3515861674013758	2.220370705684882e-155			311.1432321833017	250.99694968147455	70.9004637776483	183.74151053038793	243.5833946228965	345.20085061453227	2511.89318661029	62999.46874940467	2440.9927228326414
PA14_56360	PA4335	0.2574110095181593	1.1338037578829947e-81			194.78141171861262	413.5688184242201	4.04530748710075	65.9543518809957	115.79968412079751	184.96284942872325	4216.90756922057	171039.16757280557	4212.862261733469
PA14_06210	PA0475	0.2480393180877659	8.784825576484717e-76			45.39903332501999	54.129965682920634	0.0	18.674909782748973	30.862616911183096	54.49760107765683	463.127746494823	2930.0531848341657	463.127746494823
PA14_51510	PA0988	0.2777601531583569	2.542933574143386e-95			312.3120392828125	183.91126825510742	0.0	204.75796176136726	266.9586545002445	376.84781530897004	1535.75084363296	33823.35459120208	1535.75084363296
PA14_27090	PA2863	0.20051757383816668	1.2679257580012945e-49	lipH		33.73673637749367	57.23700262288012	0.0	7.6310273722708954	16.72971372339265	34.10599047927259	449.31454005462194	3276.0744692515855	449.31454005462194
PA14_16930	PA3667	0.4645352118982738	1.7249318630847885e-284			255.6250795258018	183.02600980915216	17.9450255565582	148.01658850340326	205.6926809259265	321.4211319262527	1474.3668105381	33498.52026665986	1456.4217849815418
PA14_25280	PA2999	0.5308952430294415	0.0	nqrA		977.0935336309605	586.1069442309683	180.565308856013	648.2425245795768	824.284678578573	1108.830426763945	4492.88016990838	343521.3500757634	4312.314861052367
PA14_67520	PA5113	0.5556354012768294	0.0			233.53234985497872	162.0262560333774	6.93104464949353	131.31156005280326	200.4338612263055	278.4665851064533	1117.0502147334598	26252.507644193563	1110.1191700839663
PA14_21120	PA3318	0.15958300289033486	7.780373066025138e-32			174.66284422972456	2070.6664709260017	0.0	10.395408176393724	22.808371250269403	43.02215902476522	35035.1037017386	4287659.633817142	35035.1037017386
PA14_32860	PA2455	0.14070767265090506	4.740524606062316e-25		least stable	81.51176508788112	144.96522994712913	0.0	43.340639749133224	61.760283100740054	89.61972554083242	2799.4239868230798	21014.917893624024	2799.4239868230798
PA14_17710	PA3600	0.32492668619991605	1.0557857179240525e-131	rpmJ		191.58160080925566	851.9860159087914	0.0	8.680351868767323	23.983244320989847	57.235022507450196	8215.968699505129	725880.1713041354	8215.968699505129
PA14_55530	PA0677	0.1495636679425761	3.9984038385667517e-28	hxcW		47.304740491392415	77.49181387102355	0.0	11.610129536616824	23.031119182825805	47.012416736717626	784.237665179841	6004.981217021358	784.237665179841
PA14_26160	PA2929	0.14385183845661972	4.0411211356763885e-26		least stable	39.455017969363276	101.26761281142095	0.0	7.258395543543651	14.59623549140095	26.942242683647226	959.674693476028	10255.129404523868	959.674693476028
PA14_06300	PA0483	0.3568906972036784	2.249644081412089e-160			184.4375322464106	188.65191247557365	0.0	56.97553210106845	129.5974937403555	230.141648773916	1271.00836891608	35589.5440806915	1271.00836891608
PA14_63850	PA4829	0.3511002214531619	6.29741441597612e-155	lpd3		245.49580199642227	542.0555683452441	7.73592709814067	71.63482966259723	141.9306710419985	242.09747471488774	6537.39802688397	293824.23917408555	6529.662099785829
PA14_09380	PA4218	0.3181323542441843	4.8817471557779276e-126			744.5474465359227	1292.406420857233	0.0	81.86207905022302	287.483931821798	746.2488561207551	9955.65054951795	1670314.356673003	9955.65054951795
PA14_54040	PA0789	0.3914140712424789	2.7062157384600936e-195			578.6546586265483	490.06746924695614	31.369506607193603	224.751944230103	432.612177455616	743.9679615436835	2951.52237115828	240166.1244141163	2920.152864551086
PA14_00100	PA0009	0.5259407994222031	0.0	glyQ		783.7217078597238	627.5837374375345	0.0	409.434310931886	618.4872795629035	936.8234791148457	5862.63657252052	393861.34749606426	5862.63657252052
PA14_05880	PA0451	0.4244685587195664	6.785282368178519e-233			287.92857450803535	632.1460897337992	0.0	29.14852424580605	107.57737861492251	298.59471652599944	8940.30938305018	399608.67876573245	8940.30938305018
PA14_27810	PA2809	0.2650477421031209	1.1797955322706972e-86			110.47462777404476	146.2823750564855	0.0	53.37289019236234	80.63988983020344	120.74498725447175	1403.3810380611096	21398.533252166293	1403.3810380611096
PA14_43890	PA1593	0.2750656676610852	1.9118721789671354e-93			80.46692209809525	61.29949601124496	0.0	37.053898305096325	61.996285155881694	103.43741364300875	316.61451279448	3757.628211232637	316.61451279448
PA14_43540	PA1622	0.30053151235526937	4.899852956142511e-112			129.9651568934851	153.9236004530752	7.73592709814067	55.50938644547905	98.9223884396095	158.68543775939702	2140.70620486044	23692.474776437935	2132.9702777622992
PA14_53910	PA0798	0.3657664122388406	6.009101048064006e-169	pmtA		152.2278799864477	179.8536455770859	0.0	32.94210582628352	97.35594031966986	214.49800255481654	1871.1747174148104	32347.33382736803	1871.1747174148104
PA14_40060	PA1891	0.2251780306898855	1.9427809938017128e-62			17.412061836277065	35.266685679638194	0.0	0.0	6.37202378481982	18.05549623536448	259.245640980827	1243.7391188263975	259.245640980827
PA14_67200	PA5087	0.267978935148748	1.3031337513065138e-88			343.9342662067406	444.15887792990054	0.0	141.10008418245974	220.680376275035	387.0303344428995	3363.5496544570397	197277.10884394828	3363.5496544570397
PA14_44650	PA1530	0.3147383902212407	2.9083281115184884e-123			323.1120659936897	172.39908412703238	20.48135388023789	208.14328724193274	294.3926766320845	389.8603101311585	1285.0866499187	29721.444207839588	1264.605296038462
PA14_29020	PA2717	0.32510481178586714	7.465810913840226e-132	cpo		237.01970565787767	267.8733334611618	0.0	42.83903270142587	123.4827794155605	344.65556776574823	1642.256482999	71756.12277959478	1642.256482999
PA14_18820	PA3518	0.2595827554734949	4.512722576714708e-83			103.77729932852488	295.80429225411666	0.0	9.364854392885688	23.127782714433103	59.27959656144147	4100.7251411564785	87500.17931595886	4100.7251411564785
PA14_70760	PA5361	0.377713810321172	6.330902718427342e-181	phoR		177.33111292202432	204.13196351777765	27.6124580804733	77.08779122405883	112.169927189276	184.75488053054625	1961.7755707580106	41669.85852962331	1934.1631126775374
PA14_63220	PA4782	0.32580158322818825	1.920417313830135e-132			156.52496289705033	213.36511358809207	0.0	26.6064926154356	53.74618815345175	215.34070409839973	1376.3918012344	45524.67169645943	1376.3918012344
PA14_69570	PA5268	0.4749794141480953	4.099361681138075e-299	corA		360.61214007868756	219.7435706704106	90.04596387702429	231.104560735242	307.00381338926354	403.2064629263233	1719.17258298814	48287.23685098174	1629.1266191111158
PA14_66960	PA5068	0.438993120492998	8.40526116815412e-251	tatA		652.9223317881356	539.8356200730092	57.9841139801788	341.52879077022953	482.58506753655905	739.0005967984978	4565.87311554635	291422.4966996103	4507.889001566171
PA14_09480	PA4210	0.29944301542058605	3.34733366452038e-111	phzA1		794.6304707039168	2166.8228044306234	0.0	17.412313089982874	142.8881405123475	447.82277237090796	23543.662030697204	4695121.065800591	23543.662030697204
PA14_52810	PA0886	0.16139992970082662	1.5536774705431154e-32			85.41098243242777	167.39627331595244	0.0	18.241399445834926	34.1230957397957	89.04071853622925	1272.0176366297196	28021.51232006905	1272.0176366297196
PA14_52900	PA0879	0.1486158270884504	8.71147163130242e-28		least stable	75.68567257198352	247.2071807688784	0.0	10.217705763022801	24.672166971472997	62.779045030941596	4272.65025691509	61111.39022369692	4272.65025691509
PA14_62960	PA4760	0.44269954530911904	1.633044175195324e-255	dnaJ		1936.4399292931807	3128.3283430679385	45.1413272140032	575.0284367587008	1252.2771765309549	2095.4387986962824	25786.287123253198	9786438.222042194	25741.145796039196
PA14_40800	PA1835	0.2238675939708704	1.0237137137156497e-61			46.04314758120611	47.13408452330459	0.0	13.64142814309345	31.44216963836945	61.94470481032769	421.50573472047205	2221.621923850021	421.50573472047205
PA14_72970	PA5531	0.4817347434419681	7.57549111230101e-309	tonB		1015.1253342281342	1364.5376727439248	26.9153245847113	204.77891418035998	552.4349756250456	1247.252375138345	14047.1959369509	1861963.0603374064	14020.280612366189
PA14_46980	PA1336	0.3133388183558787	3.9578356711944113e-122			239.11772973646273	157.9928631561999	0.885237619616082	139.93764767337274	191.093396162266	291.32868196494627	1018.95833015236	24961.744808293704	1018.0730925327439
PA14_36660	PA2158	0.3262488130809249	8.018288164775376e-133			187.8630863267555	495.460992336129	0.0	14.989846282315025	63.26128694000941	178.52860328582022	7090.9541372714	245481.59492670165	7090.9541372714
PA14_13190	PA3919	0.4970808444004279	0.0			1053.3272900671445	1289.6949413588638	47.53762338704121	399.7714378964305	788.0178656876016	1282.6991501735624	17723.3687434963	1663313.0417666433	17675.83112010926
PA14_60460	PA4568	0.5781431678222003	0.0	rplU	most stable	3985.8024774441024	3998.837383960323	58.3866299993019	1355.5887718733702	2567.5275097143603	5305.134649193	28289.3172919765	15990700.423358642	28230.930661977196
PA14_37490	PA2089	0.3408794878932049	1.3719230178874483e-145			183.54720838975445	311.84836301354414	0.0	33.325221704950025	60.3449550506143	173.4165305741425	2439.1920335292602	97249.40151422721	2439.1920335292602
PA14_72770	PA5515	0.4314391130736025	2.2241913346220295e-241			185.24120028799493	146.37302219803763	16.1766958684825	79.75588427377431	151.9965322215425	243.20549213030225	1382.8061549824	21425.06162738722	1366.6294591139174
PA14_61750	PA4669	0.3637830369349687	5.228294716420232e-167	ipk		2493.7640974911915	3429.3581463308037	125.572748551169	804.8362911431923	1464.67215489985	2955.5999423500853	51138.717686385	11760497.295805447	51013.14493783384
PA14_32650	PA2473	0.1679523142817405	3.9785599412928565e-35			13.4914221906653	39.048535928785064	0.0	0.0	2.81251602394531	10.112141797526375	413.380349122293	1524.788158181618	413.380349122293
PA14_47550	PA1287	0.31302115573838835	7.144086486012099e-122			425.45830708409807	341.7534365247086	56.383168930598	183.9534058510337	300.39339184525	571.0546591188712	2347.130021377889	116795.41137644803	2290.746852447291
PA14_45560	PA1460	0.5116342374651931	0.0	motC		485.43191190762366	685.856430692135	0.0	279.443374513449	400.25191959127994	568.3267167505408	11795.958494422099	470399.0435217553	11795.958494422099
PA14_36450	PA2176	0.4693870593968808	3.20938253053963e-291			144.87845898646236	231.09180000030378	0.0	28.979164376084125	79.2341452276149	185.69015674593376	3493.79372944276	53403.4200273804	3493.79372944276
PA14_38420	PA2017	0.4027077585194646	1.1529127343974494e-207			141.57216580053486	143.7901493966767	0.0	57.162253401877265	96.6303400462649	178.85287499191	1223.41075768055	20675.607063518604	1223.41075768055
PA14_09040	PA4244	0.6385810843147312	0.0	rplO	most stable	6252.747827438966	6469.28690674895	376.434079286324	2671.4881863363476	4448.24101712296	7808.760347045135	56222.8845096336	41851673.0818334	55846.45043034728
PA14_72920	PA5527	0.3573991936505726	7.384127750100453e-161			899.3928647271463	1129.2266721980893	58.467524570834996	361.2068072686243	584.594238807028	945.018795005944	10271.042542318199	1275152.8772035711	10212.575017747364
PA14_58180	PA4483	0.5814655475372917	0.0	gatA	most stable	993.3872084189813	425.1777049299938	174.44391688505505	650.5785391247082	931.4793794350501	1295.887910910365	2529.648161092	180776.08076953687	2355.204244206945
PA14_09710	PA4189	0.17703229612120244	6.75888097175189e-39			58.31399946004581	109.65375003622555	0.0	16.785514246101375	28.7403386152681	58.475503022757145	912.683983934852	12023.944897007033	912.683983934852
PA14_19730	PA3427	0.31607365336478266	2.3779118125322616e-124			205.25838880263123	500.20913643008106	3.2862676330053504	64.40614805530937	100.312076350936	183.657393042728	6660.06409524052	250209.18016812744	6656.777827607515
PA14_43880	PA1594	0.20238394373164584	1.546752270756681e-50			56.939313603147376	33.419377717476365	0.0	36.54885912171878	50.64607924190341	68.9382993332905	253.179650411542	1116.8548070233558	253.179650411542
PA14_71700	PA5433	0.1892499944206681	2.670955764861174e-44			50.11149597915829	56.99801797726255	0.0	19.218912402763948	33.0751518350923	58.01108604845598	445.291373639807	3248.774053336345	445.291373639807
PA14_64030	PA4842	0.4628116804067484	3.995115849049719e-282			1302.533858270377	972.2930298677777	279.332748805455	823.7060816329408	1166.76985424241	1482.938239083875	11158.9669880331	945353.7359294633	10879.634239227646
PA14_52430	PA0915	0.3065781133115996	9.735661635678049e-117			65.1796387907058	55.93915942493263	0.0	23.687639913493555	45.685571562745	87.25376592371842	291.788376373591	3129.1895571680293	291.788376373591
PA14_64870	PA4910	0.2541119949229794	1.4316256944664782e-79			98.19577145042844	177.40099750330603	0.0	23.029889193889126	43.254280396694895	94.93564377141283	2137.30291788522	31471.113915167993	2137.30291788522
PA14_41870	PA1754	0.4441601036103471	2.1887499842531332e-257	cysB		1467.8828905795565	1474.4918942799513	231.029722217826	801.1117015527541	1175.0399002947102	1661.702183893105	17667.7942377887	2174126.346297279	17436.764515570874
PA14_27230	PA2849	0.3616415917126821	6.267348365704614e-165			175.76106095503198	159.4427903457393	2.01764762536037	71.71029325601242	120.9598347453055	221.28020894620573	1166.42666117629	25422.003393235376	1164.4090135509298
PA14_65430	PA4953	0.4220911633726537	4.784279710876501e-230	motB		540.9646070478373	420.6143920012153	0.0	404.03939520465445	500.9067695453185	616.630050423353	7611.578817628159	176916.46675855204	7611.578817628159
PA14_23190	PA3174	0.2600105237603635	2.3827724261697018e-83			57.55761648742935	73.80670295996552	0.0	25.95550767146257	37.9943194318036	54.60365429824722	552.9965547664231	5447.429401820583	552.9965547664231
PA14_28670	PA2742	0.4108618473947855	6.70623188116058e-217	rpmI		4657.264592260689	3071.1008284669106	138.52709157902	2607.8546557602876	3640.39943649579	5723.202106177083	17818.9621530758	9431660.298610145	17680.43506149678
PA14_03490	PA0269	0.3011941539900685	1.5149054207352154e-112			242.64935487078452	577.1581614434104	3.93885902483831	49.86329644526673	88.91263496450054	183.82974464141427	6558.87418168651	333111.54332073784	6554.935322661672
PA14_38990	PA1975	0.17898069429300262	9.856835842366248e-40			47.10307529937105	98.4114850330066	0.0	11.6196081053984	20.0480505767843	37.889987848389936	1234.38331641937	9684.820386401681	1234.38331641937
PA14_37980	PA2051	0.27603165446308153	4.086006890240095e-94			27.12720505730459	158.10472500977033	0.0	1.3333288028714974	6.39281201202131	17.26645079740767	3569.4247692329795	24997.1040704151	3569.4247692329795
PA14_55750	PA4290	0.3433131695945939	8.820339150657483e-148			433.5908958761026	636.1422360045731	14.3461144068709	115.462593048993	251.114091197859	526.021157148327	9721.90201660799	404676.9444288979	9707.555902201118
PA14_67710	PA5127	0.25543678298643785	2.0687387222262038e-80			78.97967556621744	60.24160182133728	0.0	37.21690625228073	57.573954365817855	105.53505411343625	334.010348503303	3629.050590000547	334.010348503303
PA14_43280	PA1642	0.4480190646132088	2.2268352426141364e-262	selD		422.8663196877289	172.684357053922	77.35927098140671	299.93164620340474	375.979490579519	524.3726238238078	1198.22602337946	29819.887171126426	1120.8667523980532
PA14_07150	PA0550	0.2775829335756317	3.383627238495843e-95			85.12402135684316	106.478284650321	0.0	24.315841472634126	42.8453757477755	111.54495325844975	685.016034685068	11337.625102074784	685.016034685068
PA14_49330	PA1166	0.2734408570866806	2.5266501683181655e-92			146.45095883138933	152.15865766831192	0.0	35.6830371388886	107.06720156023951	209.38204298316703	1213.78237413694	23152.257103422537	1213.78237413694
PA14_54150	PA0783	0.2378736507796556	1.1345226556399262e-69	putP		1050.0223468507227	1015.9080138301991	125.61517889590799	319.9767396466127	681.655066818018	1436.93296232891	6770.631837411949	1032069.0925644201	6645.016658516041
PA14_08220	PA0634	0.4666230786892037	2.2587735114298019e-287			691.9382699687857	1828.1078807703727	0.0	87.40688490106092	241.69700736898	601.3457274833436	20313.7538212314	3341978.423734743	20313.7538212314
PA14_53780	PA0811	0.2786208637053191	6.332254168975851e-96			158.73145781805923	210.6946268161848	0.0	39.19416017220642	75.94769262620275	185.137892225673	2137.59782429816	44392.225769211385	2137.59782429816
PA14_10550	PA4130	0.3178701999788242	8.020829826052061e-126			2729.8455529454527	2536.2212558622487	7.70676528822646	568.5282556544922	2287.130192074525	3987.8678821248614	15496.536263953702	6432418.258687482	15488.829498665475
PA14_45010	PA1501	0.2736787241292877	1.7334127987353663e-92			177.72313987620905	1178.1824919897444	0.0	15.180104809446975	46.195320755227456	120.37450347793725	22294.0153446918	1388113.9844311643	22294.0153446918
PA14_48640	PA1211	0.20305309803100016	7.238030696668197e-51			39.86688056819459	50.545709596083555	0.0	7.17085124188115	24.88441841220785	52.99880707851918	401.310849877846	2554.868758571613	401.310849877846
PA14_65110	PA4930	0.3806921139420949	5.44661033022367e-184	alr		254.95184142869044	211.61115440385325	10.542566178214301	119.86678591195225	187.65040763160948	316.17557233576804	1512.95736854647	44779.28066813142	1502.4148023682558
PA14_17610	PA3610	0.3258151209983827	1.8703509341155368e-132	potD		124.22876985296978	174.014751387858	0.0	27.942161433218125	55.0234154479766	127.83902790473599	1051.27141315493	30281.133700578033	1051.27141315493
PA14_27270	PA2847	0.21161858382773935	3.42046449703522e-55			65.46807480867083	104.62029436929176	0.0	16.863205913277223	30.99437149793505	63.06613079523197	695.089863331178	10945.40599391726	695.089863331178
PA14_27580	PA2821	0.2325659139710485	1.356514876728645e-66			246.6085378790574	120.26437932084511	0.0	161.14974397366223	226.94212408861	309.1202895000085	1100.7687492277198	14463.520933428117	1100.7687492277198
PA14_31310	PA2568	0.31669866924619083	7.332488659154735e-125			203.7550079517361	190.88759939981585	0.0	95.16986213781459	146.8319307468335	231.766779356573	1308.23977860244	36438.07560462458	1308.23977860244
PA14_69760	PA5284	0.1940737797138603	1.5411989275456819e-46			68.00663474163223	105.8976694724021	0.0	21.99289719360615	41.203048343816	68.59082714705781	861.368188176972	11214.316399686124	861.368188176972
PA14_44470	PA1546	0.5484426523250493	0.0	hemN		2492.6871620597735	2210.0621683907784	70.30011494712289	895.8823370114009	1953.0941575568	3328.8321122234775	17270.7651537935	4884374.78815215	17200.465038846378
PA14_49350	PA1164	0.3768414135476337	4.935031357024992e-180			178.3109392481989	123.05000400241332	8.864419620155788	85.12808391045976	145.05414338630453	234.9952509430165	689.967148227992	15141.303484993934	681.1027286078362
PA14_34600	PA2323	0.3277253583138778	4.438100211182325e-134			611.2263790455353	712.024014994112	0.0	120.61618807467124	438.19320014308846	823.0700842193472	8416.36297399385	506978.19792833546	8416.36297399385
PA14_67975	PA5146	0.4690770958353066	8.70272885189813e-291			985.1147719591738	334.4065422485955	280.155926867796	781.2043909036868	948.6900435206574	1127.1627648900849	2554.2818053696	111827.73549866167	2274.125878501804
PA14_65810	PA4978	0.2607083103637333	8.385618540005794e-84			103.17388276467605	204.29782523138869	0.0	36.25342010488633	51.71528964877861	78.75675347153003	1820.6735612054101	41737.601394275036	1820.6735612054101
PA14_51290	PA1008	0.4063689563463727	8.852030639220811e-212	bcp		378.88335193305244	182.2007839053428	50.69656645092101	236.482954990051	349.07197448158047	479.5418611518522	1091.6264712497	33197.12565572142	1040.929904798779
PA14_07130	PA0548	0.563194157489465	0.0	tktA	most stable	2095.2053860629576	807.8549866760163	501.91210571509805	1503.8431990171348	2088.401434010015	2521.31391049165	5984.61461728046	652629.6794973065	5482.702511565362
